"","model.id","biobase.id","mDataType"
"11293","M5.1.F598",NA,"mutation"
"11294","M15.1.F598",NA,"mutation"
"11295","M5.1.F599",NA,"mutation"
"11296","M5.1.F600",NA,"mutation"
"11297","M5.1.F601","241417","mutation"
"11307","M5.1.F604",NA,"mutation"
"11308","M15.1.F604",NA,"mutation"
"11309","M5.1.F605",NA,"mutation"
"11310","M15.1.F605",NA,"mutation"
"11311","M25.1.00.F605",NA,"mutation"
"11312","M35.1.F605",NA,"mutation"
"11313","M5.1.F606",NA,"mutation"
"11314","M5.1.F607",NA,"mutation"
"11315","M15.1.F607",NA,"mutation"
"11316","M5.1.F608",NA,"mutation"
"11317","M15.1.F608",NA,"mutation"
"11318","M16.2.F608",NA,"mutation"
"11319","M5.0.F609",NA,"mutation"
"11320","M5.1.F610",NA,"mutation"
"11321","M15.1.F610",NA,"mutation"
"11322","M16.2.F610",NA,"mutation"
"11323","M17.3.F610",NA,"mutation"
"11324","M25.1.F610",NA,"mutation"
"11325","M26.2.F610",NA,"mutation"
"11326","M5.1.F611","73471","mutation"
"11327","M5.1.F612",NA,"mutation"
"11328","M5.1.F613","73263","mutation"
"11329","M15.1.F613","73263","mutation"
"11330","M5.1.F1",NA,"cnv"
"11331","M5.1.F2",NA,"cnv"
"11332","M15.1.F2",NA,"cnv"
"11333","M16.2.F2",NA,"cnv"
"11334","M25.1.F2",NA,"cnv"
"11335","M35.1.F2",NA,"cnv"
"11336","M45.1.F2",NA,"cnv"
"11337","M55.1.F2",NA,"cnv"
"11338","M65.1.F2",NA,"cnv"
"11339","M75.1.F2",NA,"cnv"
"11340","M85.1.F2",NA,"cnv"
"11341","M5.1.F3","48602","cnv"
"11342","M15.1.F3","48602","cnv"
"11343","M5.1.F4",NA,"cnv"
"11344","M15.1.F4",NA,"cnv"
"11345","M25.1.F4",NA,"cnv"
"11349","M5.1.F7",NA,"cnv"
"11350","M15.1.F7",NA,"cnv"
"11351","M25.1.F7",NA,"cnv"
"11352","M35.1.F7",NA,"cnv"
"11353","M5.1.F9",NA,"cnv"
"11354","M6.2.F9",NA,"cnv"
"11355","M15.1.F9",NA,"cnv"
"11356","M16.2.F9",NA,"cnv"
"11365","M5.1.F11","68941","cnv"
"11366","M15.1.F11","68941","cnv"
"11367","M25.1.F11","68941","cnv"
"11368","M5.1.F12","73263","cnv"
"11369","M15.1.F12","73263","cnv"
"11370","M16.2.F12","73263","cnv"
"11371","M25.1.F12","73263","cnv"
"11372","M5.1.F13",NA,"cnv"
"11373","M5.1.F15",NA,"cnv"
"11374","M15.1.F15",NA,"cnv"
"11375","M5.1.F16",NA,"cnv"
"11376","M15.1.F16",NA,"cnv"
"11377","M5.1.F17",NA,"cnv"
"11378","M15.1.F17",NA,"cnv"
"11379","M5.1.F18",NA,"cnv"
"11380","M15.1.F18",NA,"cnv"
"11381","M5.1.F19",NA,"cnv"
"11382","M5.1.F20",NA,"cnv"
"11383","M5.1.F21",NA,"cnv"
"11384","M5.1.F22",NA,"cnv"
"11385","M15.1.F22",NA,"cnv"
"11387","M5.1.F24",NA,"cnv"
"11388","M15.1.F24",NA,"cnv"
"11389","M5.1.F25",NA,"cnv"
"11390","M15.1.F25",NA,"cnv"
"11391","M25.1.F25",NA,"cnv"
"11392","M35.1.F25",NA,"cnv"
"11393","M5.1.F26","70620","cnv"
"11394","M15.1.F26","70620","cnv"
"11395","M5.1.F27","241417","cnv"
"11396","M15.1.F27","241417","cnv"
"11397","M25.1.F27","241417","cnv"
"11398","M35.1.F27","241417","cnv"
"11399","M6.1.F28","241417","cnv"
"11400","M5.1.F29","241417","cnv"
"11401","M15.1.F29","241417","cnv"
"11402","M5.1.F30","241417","cnv"
"11403","M15.1.F30","241417","cnv"
"11404","M5.1.F31",NA,"cnv"
"11405","M15.1.F31",NA,"cnv"
"11406","M5.1.F32",NA,"cnv"
"11407","M15.1.F32",NA,"cnv"
"11408","M25.1.F32",NA,"cnv"
"11409","M5.1.F33","71335","cnv"
"11410","M5.1.F34",NA,"cnv"
"11411","M15.1.F34",NA,"cnv"
"11412","M25.1.F34",NA,"cnv"
"11413","M35.1.F34",NA,"cnv"
"11414","M5.1.F35",NA,"cnv"
"11415","M15.1.F35",NA,"cnv"
"11416","M5.1.F36",NA,"cnv"
"11417","M15.1.F36",NA,"cnv"
"11418","M5.1.F37",NA,"cnv"
"11419","M15.1.F37",NA,"cnv"
"11420","M15.1.F38","66817","cnv"
"11421","M15.1.F39","48602","cnv"
"11422","M25.1.F39","48602","cnv"
"11423","M5.1.F40","69196","cnv"
"11424","M15.1.F40","69196","cnv"
"11425","M25.1.F40","69196","cnv"
"11426","M5.1.F41","48602","cnv"
"11427","M15.1.F42","73471","cnv"
"11428","M5.1.F43",NA,"cnv"
"11429","M6.2.F43",NA,"cnv"
"11430","M5.1.F44","70620","cnv"
"11431","M6.2.F44","70620","cnv"
"11432","M5.1.F45","47904","cnv"
"11433","M15.1.F45","47904","cnv"
"11434","M25.1.F45","47904","cnv"
"11435","M35.1.F45","47904","cnv"
"11436","M5.1.F46",NA,"cnv"
"11437","M15.1.F46",NA,"cnv"
"11438","M25.1.F46",NA,"cnv"
"11439","M35.1.F46",NA,"cnv"
"11440","M5.1.F47",NA,"cnv"
"11441","M15.1.F47",NA,"cnv"
"11442","M25.1.F47",NA,"cnv"
"11443","M35.1.F47",NA,"cnv"
"11446","M5.1.F49","47904","cnv"
"11447","M5.1.F50",NA,"cnv"
"11448","M15.2.F50",NA,"cnv"
"11449","M35.1.F50",NA,"cnv"
"11450","M45.1.F50",NA,"cnv"
"11451","M5.1.F51",NA,"cnv"
"11453","M5.1.F53",NA,"cnv"
"11454","M6.2.F53",NA,"cnv"
"11456","M5.1.F56",NA,"cnv"
"11457","M5.1.F57","47904","cnv"
"11458","M15.1.F57","47904","cnv"
"11492","M5.1.F66",NA,"cnv"
"11496","M5.1.F71",NA,"cnv"
"11497","M15.1.F71",NA,"cnv"
"11498","M25.1.F71",NA,"cnv"
"11501","M5.1.F76",NA,"cnv"
"11502","M5.1.F77","73263","cnv"
"11503","M5.1.F78","47904","cnv"
"11504","M5.1.F81",NA,"cnv"
"11505","M5.1.F84",NA,"cnv"
"11506","M5.1.F85",NA,"cnv"
"11509","M5.1.F89","47904","cnv"
"11526","M5.1.F101",NA,"cnv"
"11527","M6.2.F101",NA,"cnv"
"11528","M15.1.F101",NA,"cnv"
"11529","M25.1.F101",NA,"cnv"
"11530","M35.1.F101",NA,"cnv"
"11531","M45.1.F101",NA,"cnv"
"11532","M55.1.F101",NA,"cnv"
"11536","M5.1.F103",NA,"cnv"
"11538","M25.1.F103",NA,"cnv"
"11539","M35.1.F103",NA,"cnv"
"11540","M5.1.F104",NA,"cnv"
"11541","M15.1.F104",NA,"cnv"
"11542","M5.1.F106","73230","cnv"
"11543","M15.1.F106","73230","cnv"
"11549","M5.1.F110",NA,"cnv"
"11550","M15.2.F110",NA,"cnv"
"11551","M16.3.F110",NA,"cnv"
"11552","M25.1.F110",NA,"cnv"
"11555","M5.1.F112",NA,"cnv"
"11556","M25.1.F112",NA,"cnv"
"11557","M45.1.F112",NA,"cnv"
"11558","M5.1.F113",NA,"cnv"
"11559","M15.1.F113",NA,"cnv"
"11560","M5.1.F114",NA,"cnv"
"11563","M5.1.F117",NA,"cnv"
"11564","M15.1.F118",NA,"cnv"
"11565","M25.1.F118",NA,"cnv"
"11566","M5.1.F119",NA,"cnv"
"11568","M15.1.F121",NA,"cnv"
"11569","M5.1.F122",NA,"cnv"
"11570","M15.2.F122",NA,"cnv"
"11571","M25.1.F122",NA,"cnv"
"11572","M35.1.F122",NA,"cnv"
"11573","M45.1.F122",NA,"cnv"
"11575","M5.1.F125",NA,"cnv"
"11576","M5.1.F126",NA,"cnv"
"11578","M25.1.F126",NA,"cnv"
"11579","M35.1.F126",NA,"cnv"
"11581","M5.1.F128",NA,"cnv"
"11587","M5.1.F130","73263","cnv"
"11588","M5.1.F131",NA,"cnv"
"11589","M5.1.F134",NA,"cnv"
"11590","M5.1.F136",NA,"cnv"
"11592","M25.1.F136",NA,"cnv"
"11593","M35.1.F136",NA,"cnv"
"11595","M5.1.F138",NA,"cnv"
"11596","M5.1.F139","241417","cnv"
"11597","M15.1.F139","241417","cnv"
"11598","M5.1.F141",NA,"cnv"
"11599","M15.1.F141",NA,"cnv"
"11601","M5.1.F143","47904","cnv"
"11606","M5.1.F146",NA,"cnv"
"11607","M15.1.F146",NA,"cnv"
"11608","M25.1.F146",NA,"cnv"
"11609","M35.1.F146",NA,"cnv"
"11610","M45.1.F146",NA,"cnv"
"11611","M5.1.F147","73263","cnv"
"11612","M15.1.F147","73263","cnv"
"11613","M25.1.F147","73263","cnv"
"11614","M35.1.F147","73263","cnv"
"11616","M5.1.F148","70620","cnv"
"11622","M5.1.F154",NA,"cnv"
"11623","M15.1.F154",NA,"cnv"
"11625","M5.1.F156","73263","cnv"
"11626","M15.1.F156","73263","cnv"
"11627","M5.1.F157","73230","cnv"
"11628","M5.1.F158","48041","cnv"
"11629","M5.1.F159","47904","cnv"
"11630","M15.1.F159","47904","cnv"
"11631","M5.1.F160",NA,"cnv"
"11632","M15.1.F160",NA,"cnv"
"11633","M25.1.F160",NA,"cnv"
"11634","M26.2.F160",NA,"cnv"
"11635","M5.1.F161",NA,"cnv"
"11636","M15.1.F161",NA,"cnv"
"11639","M5.1.F163",NA,"cnv"
"11640","M5.1.F164",NA,"cnv"
"11641","M15.1.F164",NA,"cnv"
"11642","M25.1.F164",NA,"cnv"
"11643","M5.1.F165","73263","cnv"
"11644","M15.1.F165","73263","cnv"
"11645","M25.1.F165","73263","cnv"
"11646","M5.1.F166","73230","cnv"
"11647","M15.1.F166","73230","cnv"
"11648","M25.1.F166","73230","cnv"
"11649","M35.1.F166","73230","cnv"
"11652","M5.1.F169",NA,"cnv"
"11653","M15.1.F169",NA,"cnv"
"11659","M5.1.F174",NA,"cnv"
"11660","M5.1.F176",NA,"cnv"
"11661","M5.1.F177",NA,"cnv"
"11662","M5.1.F178","73230","cnv"
"11663","M15.1.F178","73230","cnv"
"11664","M5.1.F179","68941","cnv"
"11665","M15.2.F179","68941","cnv"
"11666","M25.1.F179","68941","cnv"
"11667","M5.1.F180",NA,"cnv"
"11669","M5.1.F182",NA,"cnv"
"11670","M15.1.F182",NA,"cnv"
"11671","M5.1.F183",NA,"cnv"
"11673","M5.1.F184","73230","cnv"
"11674","M15.1.F184","73230","cnv"
"11679","M5.1.F188","73230","cnv"
"11680","M15.2.F188","73230","cnv"
"11681","M25.1.F188","73230","cnv"
"11682","M35.1.F188","73230","cnv"
"11683","M45.1.F188","73230","cnv"
"11684","M5.1.F189","48041","cnv"
"11685","M5.1.F191","48041","cnv"
"11686","M5.1.F192",NA,"cnv"
"11687","M15.1.F192",NA,"cnv"
"11688","M25.1.F192",NA,"cnv"
"11689","M35.1.F192",NA,"cnv"
"11690","M5.1.F193",NA,"cnv"
"11691","M15.1.F193",NA,"cnv"
"11693","M5.1.F195",NA,"cnv"
"11694","M5.1.F196","73263","cnv"
"11695","M5.1.F197","73230","cnv"
"11696","M15.2.F197","73230","cnv"
"11697","M25.1.F197","73230","cnv"
"11698","M35.1.F197","73230","cnv"
"11699","M45.1.F197","73230","cnv"
"11700","M5.1.F198","71335","cnv"
"11701","M15.2.F198","71335","cnv"
"11702","M25.1.F198","71335","cnv"
"11703","M26.2.F198","71335","cnv"
"11704","M5.1.F199","70620","cnv"
"11705","M5.1.F200",NA,"cnv"
"11706","M5.1.F201",NA,"cnv"
"11708","M5.1.F205",NA,"cnv"
"11709","M15.1.F205",NA,"cnv"
"11710","M5.1.F207","48041","cnv"
"11711","M5.1.F208","69196","cnv"
"11712","M5.1.F209",NA,"cnv"
"11713","M15.1.F209",NA,"cnv"
"11714","M5.1.F210","73230","cnv"
"11715","M15.2.F210","73230","cnv"
"11716","M25.1.F210","73230","cnv"
"11719","M5.1.F212",NA,"cnv"
"11720","M5.1.F213",NA,"cnv"
"11721","M15.1.F213",NA,"cnv"
"11722","M5.1.F214",NA,"cnv"
"11723","M15.1.F214",NA,"cnv"
"11725","M5.1.F215","73230","cnv"
"11726","M15.1.F215","73230","cnv"
"11727","M25.1.F215","73230","cnv"
"11728","M35.1.F215","73230","cnv"
"11729","M45.1.F215","73230","cnv"
"11731","M15.1.F216",NA,"cnv"
"11733","M5.1.F218",NA,"cnv"
"11734","M15.1.F218",NA,"cnv"
"11735","M5.1.F219","73263","cnv"
"11736","M5.1.F220","73263","cnv"
"11737","M5.1.F221","48602","cnv"
"11739","M5.1.F223","47904","cnv"
"11740","M15.1.F223","47904","cnv"
"11741","M5.1.F224",NA,"cnv"
"11746","M5.1.F228","47904","cnv"
"11747","M15.1.F228","47904","cnv"
"11748","M5.1.F230",NA,"cnv"
"11749","M15.1.F230",NA,"cnv"
"11753","M5.1.F234","73263","cnv"
"11754","M15.1.F234","73263","cnv"
"11755","M25.1.F234","73263","cnv"
"11756","M5.1.F235",NA,"cnv"
"11761","M5.1.F240",NA,"cnv"
"11762","M15.1.F241","73230","cnv"
"11763","M5.1.F242","71335","cnv"
"11764","M15.1.F242","71335","cnv"
"11765","M25.1.F242","71335","cnv"
"11766","M35.1.F242","71335","cnv"
"11767","M5.1.F244",NA,"cnv"
"11768","M15.1.F244",NA,"cnv"
"11769","M25.1.F244",NA,"cnv"
"11770","M35.1.F244",NA,"cnv"
"11775","M5.1.F248",NA,"cnv"
"11776","M15.1.F248",NA,"cnv"
"11777","M25.1.F248",NA,"cnv"
"11778","M35.1.F248",NA,"cnv"
"11779","M45.1.F248",NA,"cnv"
"11786","M5.2.F253",NA,"cnv"
"11787","M15.3.F253",NA,"cnv"
"11789","M5.1.F256",NA,"cnv"
"11790","M15.1.F256",NA,"cnv"
"11791","M5.1.F257",NA,"cnv"
"11792","M15.2.F257",NA,"cnv"
"11793","M5.1.F258",NA,"cnv"
"11794","M15.1.F258",NA,"cnv"
"11799","M5.1.F261","241417","cnv"
"11800","M15.1.F261","241417","cnv"
"11801","M25.1.F261","241417","cnv"
"11802","M35.1.F261","241417","cnv"
"11803","M5.1.F262",NA,"cnv"
"11806","M5.1.F264","47904","cnv"
"11810","M5.1.F268",NA,"cnv"
"11811","M15.1.F268",NA,"cnv"
"11812","M25.1.F268",NA,"cnv"
"11815","M5.1.F270",NA,"cnv"
"11816","M15.1.F270",NA,"cnv"
"11817","M25.1.F270",NA,"cnv"
"11818","M5.1.F272","47904","cnv"
"11819","M15.1.F272","47904","cnv"
"11824","M5.1.F276",NA,"cnv"
"11825","M5.1.F277",NA,"cnv"
"11828","M5.1.F280","73263","cnv"
"11829","M15.1.F280","73263","cnv"
"11830","M5.1.F281",NA,"cnv"
"11831","M15.1.F281",NA,"cnv"
"11832","M25.1.F281",NA,"cnv"
"11836","M5.1.F283",NA,"cnv"
"11837","M25.1.F283",NA,"cnv"
"11838","M35.1.F283",NA,"cnv"
"11839","M45.1.F283",NA,"cnv"
"11845","M5.1.F287",NA,"cnv"
"11848","M5.1.F289",NA,"cnv"
"11849","M15.1.F289",NA,"cnv"
"11850","M25.1.F289",NA,"cnv"
"11851","M5.1.F290",NA,"cnv"
"11852","M5.1.F291","241417","cnv"
"11853","M15.1.F291","241417","cnv"
"11854","M25.1.F291","241417","cnv"
"11855","M26.2.F291","241417","cnv"
"11856","M5.1.F292",NA,"cnv"
"11857","M15.1.F292",NA,"cnv"
"11858","M25.1.F292",NA,"cnv"
"11859","M35.1.F292",NA,"cnv"
"11862","M5.1.F294","73263","cnv"
"11865","M5.1.F297",NA,"cnv"
"11866","M15.1.F297",NA,"cnv"
"11869","M5.1.F299",NA,"cnv"
"11870","M15.1.F299",NA,"cnv"
"11871","M25.1.F299",NA,"cnv"
"11872","M35.1.F299",NA,"cnv"
"11874","M5.1.F301",NA,"cnv"
"11875","M5.1.F302",NA,"cnv"
"11876","M15.2.F302",NA,"cnv"
"11877","M5.1.F304","48602","cnv"
"11878","M5.1.F305",NA,"cnv"
"11879","M15.1.F305",NA,"cnv"
"11891","M5.1.F310",NA,"cnv"
"11892","M5.1.F312",NA,"cnv"
"11893","M15.1.F312",NA,"cnv"
"11894","M5.1.F313",NA,"cnv"
"11895","M15.1.F313",NA,"cnv"
"11896","M25.1.F313",NA,"cnv"
"11897","M35.1.F313",NA,"cnv"
"11898","M45.1.F313",NA,"cnv"
"11902","M15.1.F316",NA,"cnv"
"11903","M16.2.F316",NA,"cnv"
"11904","M5.1.F317","241417","cnv"
"11905","M5.1.F318",NA,"cnv"
"11906","M15.1.F318",NA,"cnv"
"11907","M5.1.F319","73230","cnv"
"11908","M15.1.F319","73230","cnv"
"11909","M25.1.F319","73230","cnv"
"11910","M5.1.F320","241417","cnv"
"11911","M15.1.F320","241417","cnv"
"11912","M25.1.F320","241417","cnv"
"11914","M5.1.F322","73263","cnv"
"11915","M5.1.F323","73263","cnv"
"11918","M25.1.F324",NA,"cnv"
"11919","M35.1.F324",NA,"cnv"
"11920","M45.1.F324",NA,"cnv"
"11921","M5.1.F325",NA,"cnv"
"11922","M5.1.F326","241417","cnv"
"11923","M5.1.F327","69196","cnv"
"11924","M5.1.F328",NA,"cnv"
"11925","M6.2.F328",NA,"cnv"
"11926","M5.1.F329",NA,"cnv"
"11927","M15.2.F329",NA,"cnv"
"11928","M25.1.F329",NA,"cnv"
"11929","M5.1.F330",NA,"cnv"
"11930","M15.1.F330",NA,"cnv"
"11931","M5.1.F331","73263","cnv"
"11932","M15.1.F331","73263","cnv"
"11933","M25.1.F331","73263","cnv"
"11934","M35.1.F331","73263","cnv"
"11935","M45.1.F331","73263","cnv"
"11939","M5.1.F334","73471","cnv"
"11940","M15.1.F334","73471","cnv"
"11941","M35.1.F334","73471","cnv"
"11942","M5.1.F335",NA,"cnv"
"11943","M15.1.F335",NA,"cnv"
"11944","M5.1.F336",NA,"cnv"
"11948","M5.1.F338",NA,"cnv"
"11949","M15.1.F338",NA,"cnv"
"11950","M25.1.F338",NA,"cnv"
"11952","M5.1.F340",NA,"cnv"
"11953","M15.1.F340",NA,"cnv"
"11954","M5.1.F342",NA,"cnv"
"11955","M15.2.F342",NA,"cnv"
"11956","M25.1.F342",NA,"cnv"
"11957","M35.1.F342",NA,"cnv"
"11958","M45.1.F342",NA,"cnv"
"11959","M5.1.F343","241417","cnv"
"11960","M15.1.F343","241417","cnv"
"11966","M5.1.F347",NA,"cnv"
"11967","M6.2.F347",NA,"cnv"
"11968","M15.1.F347",NA,"cnv"
"11969","M16.2.F347",NA,"cnv"
"11970","M25.1.F347",NA,"cnv"
"11971","M5.1.F348","69196","cnv"
"11972","M15.1.F348","69196","cnv"
"11973","M25.1.F348","69196","cnv"
"11974","M35.1.F348","69196","cnv"
"11975","M5.1.F349","48041","cnv"
"11976","M15.1.F349","48041","cnv"
"11977","M5.1.F350",NA,"cnv"
"11978","M15.1.F350",NA,"cnv"
"11979","M25.1.F350",NA,"cnv"
"11980","M35.1.F350",NA,"cnv"
"11981","M5.1.F351","241417","cnv"
"11982","M15.1.F351","241417","cnv"
"11983","M5.1.F352",NA,"cnv"
"11984","M15.1.F352",NA,"cnv"
"11985","M5.1.F353",NA,"cnv"
"11986","M15.1.F353",NA,"cnv"
"11987","M25.1.F353",NA,"cnv"
"11988","M35.1.F353",NA,"cnv"
"11989","M5.1.F354","73230","cnv"
"12020","M5.1.F356",NA,"cnv"
"12021","M15.1.F356",NA,"cnv"
"12022","M5.1.F357",NA,"cnv"
"12023","M15.1.F357",NA,"cnv"
"12024","M16.2.F357",NA,"cnv"
"12025","M25.1.F357",NA,"cnv"
"12026","M26.2.F357",NA,"cnv"
"12027","M35.1.F357",NA,"cnv"
"12028","M36.2.F357",NA,"cnv"
"12029","M45.1.F357",NA,"cnv"
"12030","M46.2.F357",NA,"cnv"
"12031","M5.1.F358",NA,"cnv"
"12032","M15.1.F358",NA,"cnv"
"12033","M25.1.F358",NA,"cnv"
"12034","M35.1.F358",NA,"cnv"
"12035","M5.1.F359","71335","cnv"
"12036","M15.1.F359","71335","cnv"
"12037","M16.2.F359","71335","cnv"
"12068","M5.1.F361",NA,"cnv"
"12069","M5.1.F362",NA,"cnv"
"12070","M15.1.F362",NA,"cnv"
"12071","M25.1.F362",NA,"cnv"
"12072","M26.2.F362",NA,"cnv"
"12073","M35.1.F362",NA,"cnv"
"12074","M36.2.F362",NA,"cnv"
"12075","M45.1.F362",NA,"cnv"
"12076","M46.2.F362",NA,"cnv"
"12078","M5.1.F364","66817","cnv"
"12079","M15.1.F364","66817","cnv"
"12080","M25.1.F364","66817","cnv"
"12081","M35.1.F364","66817","cnv"
"12082","M45.1.F364","66817","cnv"
"12083","M55.1.F364","66817","cnv"
"12088","M5.1.F367",NA,"cnv"
"12089","M15.1.F367",NA,"cnv"
"12090","M25.1.F367",NA,"cnv"
"12091","M35.1.F367",NA,"cnv"
"12098","M5.1.F370",NA,"cnv"
"12099","M15.1.F370",NA,"cnv"
"12100","M25.1.F370",NA,"cnv"
"12101","M26.2.F370",NA,"cnv"
"12102","M35.1.F370",NA,"cnv"
"12103","M36.2.F370",NA,"cnv"
"12104","M45.1.F370",NA,"cnv"
"12105","M46.2.F370",NA,"cnv"
"12106","M5.1.F371","48602","cnv"
"12107","M15.1.F371","48602","cnv"
"12113","M5.1.F374",NA,"cnv"
"12114","M15.1.F374",NA,"cnv"
"12115","M5.1.F375",NA,"cnv"
"12116","M5.1.F376",NA,"cnv"
"12117","M5.1.F377",NA,"cnv"
"12118","M15.1.F377",NA,"cnv"
"12119","M5.1.F378",NA,"cnv"
"12120","M5.1.F379",NA,"cnv"
"12121","M15.1.F379",NA,"cnv"
"12122","M25.1.F379",NA,"cnv"
"12123","M35.1.F379",NA,"cnv"
"12124","M45.1.F379",NA,"cnv"
"12125","M5.1.F380",NA,"cnv"
"12126","M5.1.F381",NA,"cnv"
"12127","M5.1.F382",NA,"cnv"
"12128","M15.1.F382",NA,"cnv"
"12129","M25.1.F382",NA,"cnv"
"12130","M5.1.F383",NA,"cnv"
"12131","M15.2.F383",NA,"cnv"
"12132","M5.1.F384","47904","cnv"
"12133","M15.1.F384","47904","cnv"
"12136","M5.1.F386","48602","cnv"
"12137","M5.1.F387",NA,"cnv"
"12138","M5.1.F388","69196","cnv"
"12139","M15.1.F388","69196","cnv"
"12140","M5.1.F389",NA,"cnv"
"12141","M6.2.F389",NA,"cnv"
"12142","M15.1.F389",NA,"cnv"
"12145","M5.1.F391",NA,"cnv"
"12147","M5.1.F393",NA,"cnv"
"12148","M5.1.F394",NA,"cnv"
"12149","M15.1.F394",NA,"cnv"
"12150","M5.1.F395",NA,"cnv"
"12152","M5.1.F397",NA,"cnv"
"12153","M6.2.F397",NA,"cnv"
"12158","M5.1.F400",NA,"cnv"
"12159","M15.1.F400",NA,"cnv"
"12160","M5.1.F401",NA,"cnv"
"12163","M5.1.F403",NA,"cnv"
"12164","M5.1.F404","241417","cnv"
"12165","M5.1.F405",NA,"cnv"
"12168","M5.1.F407","241417","cnv"
"12169","M5.1.F408",NA,"cnv"
"12170","M5.1.F409",NA,"cnv"
"12171","M15.1.F409",NA,"cnv"
"12172","M5.1.F410","73230","cnv"
"12173","M6.2.F410","73230","cnv"
"12174","M15.1.F410","73230","cnv"
"12175","M16.2.F410","73230","cnv"
"12176","M17.3.F410","73230","cnv"
"12177","M5.1.F411","71335","cnv"
"12178","M15.1.F411","71335","cnv"
"12179","M25.1.F411","71335","cnv"
"12180","M35.1.F411","71335","cnv"
"12181","M45.1.F411","71335","cnv"
"12182","M5.1.F412","69196","cnv"
"12185","M5.1.F414",NA,"cnv"
"12186","M15.1.F414",NA,"cnv"
"12187","M35.1.F414",NA,"cnv"
"12188","M45.1.F414",NA,"cnv"
"12189","M55.1.F414",NA,"cnv"
"12190","M5.1.F415",NA,"cnv"
"12191","M5.1.F416","69196","cnv"
"12192","M5.1.F417","66817","cnv"
"12193","M15.1.F417","66817","cnv"
"12194","M25.1.F417","66817","cnv"
"12197","M5.1.F419",NA,"cnv"
"12198","M15.1.F419",NA,"cnv"
"12199","M5.1.F420",NA,"cnv"
"12200","M15.1.F420",NA,"cnv"
"12201","M25.1.F420",NA,"cnv"
"12202","M35.1.F420",NA,"cnv"
"12203","M45.1.F420",NA,"cnv"
"12204","M5.1.F421","70620","cnv"
"12205","M15.1.F421","70620","cnv"
"12206","M5.1.F422","73471","cnv"
"12207","M15.1.F422","73471","cnv"
"12208","M25.1.F422","73471","cnv"
"12209","M35.1.F422","73471","cnv"
"12210","M5.1.F423",NA,"cnv"
"12211","M15.1.F423",NA,"cnv"
"12212","M16.2.F423",NA,"cnv"
"12213","M5.1.F426",NA,"cnv"
"12214","M15.1.F426",NA,"cnv"
"12215","M5.1.F427","73471","cnv"
"12216","M15.1.F427","73471","cnv"
"12217","M16.2.F427","73471","cnv"
"12218","M25.1.F427","73471","cnv"
"12219","M5.1.F428",NA,"cnv"
"12220","M15.1.F428",NA,"cnv"
"12221","M25.1.F428",NA,"cnv"
"12222","M26.2.F428",NA,"cnv"
"12223","M35.1.F428",NA,"cnv"
"12224","M36.2.F428",NA,"cnv"
"12225","M5.1.F429",NA,"cnv"
"12226","M6.2.F429",NA,"cnv"
"12227","M25.1.F429",NA,"cnv"
"12228","M35.1.F429",NA,"cnv"
"12229","M36.2.F429",NA,"cnv"
"12230","M5.1.F430",NA,"cnv"
"12231","M15.1.F430",NA,"cnv"
"12232","M5.1.F431",NA,"cnv"
"12233","M15.1.F431",NA,"cnv"
"12234","M5.1.F432","48602","cnv"
"12235","M5.1.F433",NA,"cnv"
"12236","M5.1.F434","70620","cnv"
"12237","M5.1.F435",NA,"cnv"
"12238","M15.1.F435",NA,"cnv"
"12239","M25.1.F435",NA,"cnv"
"12240","M6.2.F436",NA,"cnv"
"12241","M15.1.F436",NA,"cnv"
"12242","M25.1.F436",NA,"cnv"
"12243","M35.1.F436",NA,"cnv"
"12244","M5.1.F437",NA,"cnv"
"12245","M6.2.F437",NA,"cnv"
"12246","M15.1.F437",NA,"cnv"
"12247","M25.1.F437",NA,"cnv"
"12248","M35.1.F437",NA,"cnv"
"12249","M5.1.F438",NA,"cnv"
"12250","M15.1.F438",NA,"cnv"
"12251","M5.1.F439",NA,"cnv"
"12252","M5.1.F440","73471","cnv"
"12253","M5.1.F441",NA,"cnv"
"12254","M5.1.F442","241417","cnv"
"12255","M15.1.F442","241417","cnv"
"12256","M25.1.F442","241417","cnv"
"12257","M5.1.F443","73230","cnv"
"12258","M15.1.F443","73230","cnv"
"12259","M25.1.F443","73230","cnv"
"12260","M5.1.F444","48602","cnv"
"12261","M15.1.F444","48602","cnv"
"12262","M5.1.F445",NA,"cnv"
"12263","M15.1.F445",NA,"cnv"
"12264","M5.1.F446",NA,"cnv"
"12265","M5.1.F447",NA,"cnv"
"12266","M5.1.F448",NA,"cnv"
"12267","M15.1.F448",NA,"cnv"
"12268","M5.1.F449",NA,"cnv"
"12269","M15.1.F449",NA,"cnv"
"12288","M5.1.F453","70620","cnv"
"12289","M5.1.F454","69196","cnv"
"12290","M6.2.F454","69196","cnv"
"12291","M7.3.F454","69196","cnv"
"12292","M15.1.F454","69196","cnv"
"12293","M16.2.F454","69196","cnv"
"12294","M17.3.F454","69196","cnv"
"12295","M5.1.F455","73230","cnv"
"12297","M5.1.F457",NA,"cnv"
"12298","M5.1.F458",NA,"cnv"
"12299","M15.1.F458",NA,"cnv"
"12300","M5.1.F459","73230","cnv"
"12301","M15.1.F459","73230","cnv"
"12302","M5.1.F460","70620","cnv"
"12303","M15.1.F460","70620","cnv"
"12304","M5.1.F461","70620","cnv"
"12305","M15.1.F461","70620","cnv"
"12306","M5.1.F462","66817","cnv"
